target,prediction
4.114507007277518058e-01,4.821747260254873324e-01
4.379126247834064234e-01,4.777323763807407309e-01
4.001380591414087640e-01,4.758741510492263682e-01
4.389284332693169643e-01,4.704003210448571282e-01
5.169179020586276430e-01,5.033635373846289118e-01
5.603588313585885494e-01,4.966571553096837954e-01
4.134084787867253752e-01,4.072794918217875204e-01
3.320330040237644553e-01,2.854056120472954206e-01
3.126666242050749611e-01,3.706175896393846259e-01
4.444901741239741799e-01,3.692427389099413038e-01
4.431615740565258976e-01,3.760653228723040975e-01
4.357240907353828741e-01,3.884990658954866061e-01
3.848111858788345607e-01,4.056974077326984673e-01
5.109546143905892013e-01,4.123756915684072544e-01
3.845433578951684694e-01,3.436675172335855177e-01
3.279350764459825207e-01,4.108841620529002370e-01
2.762623743212087035e-01,4.254203232032292559e-01
2.966344078365962256e-01,3.973886901613454814e-01
4.144496752782632631e-01,4.233812192118452389e-01
3.812541640875514171e-01,4.024275018651081726e-01
3.921788222279621872e-01,4.364129861905949870e-01
4.025399959127452520e-01,4.193670208389654319e-01
2.967852917662708867e-01,3.157120711315122286e-01
2.447259719584869431e-01,2.743486054882450231e-01
3.361297616437509683e-01,3.814211088777859637e-01
3.182515029566274634e-01,2.943981144220240154e-01
2.792952558079588865e-01,3.063691945515030768e-01
3.047702398153173675e-01,3.391865237146732825e-01
3.056866144791369200e-01,3.586126773561880698e-01
3.685654114080308963e-01,3.678513877496437101e-01
3.198040159544190408e-01,3.297237837098584978e-01
2.468579578709586830e-01,3.743735065086857272e-01
2.246703403673282473e-01,3.953836496392739708e-01
3.138501742034255360e-01,3.905816249322933142e-01
2.512872756040833711e-01,3.202896052594622067e-01
2.484827952742655055e-01,3.877120685981495507e-01
2.208903590180928411e-01,2.946687966842180817e-01
3.981250271024743270e-01,3.819125379405899912e-01
3.197700666483245246e-01,2.994976522732176183e-01
3.083858862684897284e-01,3.686319861888802674e-01
4.074074801338307683e-01,3.765405040433206230e-01
3.825995978021621280e-01,3.669940087611255897e-01
2.910121299225992275e-01,2.832137104024110008e-01
2.607598484240074010e-01,3.690374536714229325e-01
2.824404803751507931e-01,3.712682538914665598e-01
2.317043085520462398e-01,2.533027473745263491e-01
2.348636136442156797e-01,2.305162482820530823e-01
2.340449981716429262e-01,3.068826859327281054e-01
2.495453681614835939e-01,1.985665207981896496e-01
2.634528199729119224e-01,2.758006207157252532e-01
3.326926780135548989e-01,2.950360382859604225e-01
2.670188950674785566e-01,3.192300492345951923e-01
3.686830756271367582e-01,3.335463680831109445e-01
4.048807084810359669e-01,3.511136492162049150e-01
2.877580914546790103e-01,3.105302097416075546e-01
2.550266489594350539e-01,3.735438930662350332e-01
2.279055288606946783e-01,2.803900783624077020e-01
2.358734201495763516e-01,3.656448448725265754e-01
2.325472594758872802e-01,3.403703887039896125e-01
5.124362455276539885e-01,3.754774411643901355e-01
5.735806080245400285e-01,3.792471647904089305e-01
5.110702839599225999e-01,3.947505491970070279e-01
4.887090856859777066e-01,4.038185538168709288e-01
3.624649894596364552e-01,4.044109570264773912e-01
5.926306989360750066e-01,4.297732657128958134e-01
4.225015364570304799e-01,4.382429491940412203e-01
5.364777889754064333e-01,4.408281085471571492e-01
4.507842273240737496e-01,4.541242530697726099e-01
3.466735392714096475e-01,3.717992989418767436e-01
4.345620804980768748e-01,4.288208016375703036e-01
5.144335891357126878e-01,4.407837652993401578e-01
3.875327638839948241e-01,2.329369210593361661e-01
3.527422445750053592e-01,3.379247532282967925e-01
6.036047109481783579e-01,3.530485896504740873e-01
5.117962662670874074e-01,3.327147179127042387e-01
6.254294442060738257e-01,3.644110802555686202e-01
5.103273764387022959e-01,3.585572070229942065e-01
3.769413210652855506e-01,3.763480199534786630e-01
3.302097528027255757e-01,3.130235093302713434e-01
5.803959593949645779e-01,3.900396606107781050e-01
4.450602888067265450e-01,3.954364342632221696e-01
4.259881846364710345e-01,4.075380369673511360e-01
6.315971341189562382e-01,4.244423034392714178e-01
4.876676295110958792e-01,4.179509382910259752e-01
6.578599618069055355e-01,4.421991658086869004e-01
5.553433801623188781e-01,4.552677466656872562e-01
5.200838028546750369e-01,4.591642178845108391e-01
3.909358157175333304e-01,3.981608562080610758e-01
6.133337488654625469e-01,4.525410016619862974e-01
7.386352274019886144e-01,4.660145576542090162e-01
6.060878522897275023e-01,4.295235412222215832e-01
6.121024137412590660e-01,4.440901158378687819e-01
4.721322870723967391e-01,3.351135869458742311e-01
4.868920433481106480e-01,3.880057744482631188e-01
5.077664890235907835e-01,4.030836521628922142e-01
4.949618281481358295e-01,4.158164735621366903e-01
4.029714846409636619e-01,4.273251846558447919e-01
6.305125452586195500e-01,4.316927343686900453e-01
5.961195391614996231e-01,4.306960685858647331e-01
4.652231520787613039e-01,3.627978639047496068e-01
5.251748447720906432e-01,4.431376773787402690e-01
3.980450985202438341e-01,3.508030553565011922e-01
3.867269771618342400e-01,4.212002625105215614e-01
3.875254651761097513e-01,4.270457070264080390e-01
3.659394867187720779e-01,4.215530038574719640e-01
3.369242222217188054e-01,3.369826735054685107e-01
4.820214960034641116e-01,4.177115735035688004e-01
5.007253730433184336e-01,4.387996546565520739e-01
3.762790232442632110e-01,4.008089374978728303e-01
6.141396815611291915e-01,4.402023864338375225e-01
4.467129949538891642e-01,4.360413988742968816e-01
4.921352591134543486e-01,4.568171444853521557e-01
4.560357837810973258e-01,4.521555195351589784e-01
3.630541060041425627e-01,3.451585146378302604e-01
2.938554375603242286e-01,2.797692720374511666e-01
2.600784662513103696e-01,2.249335361397641897e-01
2.497472477314039707e-01,1.660795086566375645e-01
2.661447766619041699e-01,2.647954537719334756e-01
3.543116094416884909e-01,2.693018733209868731e-01
4.140868211045284353e-01,2.924977806148447712e-01
4.058156846294657116e-01,2.972979848453728424e-01
3.885361793178240264e-01,3.136284518234879748e-01
2.919218909067236023e-01,2.255375284391595292e-01
2.576014189959664469e-01,3.365855879089265090e-01
2.221812098015082115e-01,3.098610420348106853e-01
2.144223782556593239e-01,3.498842040540685039e-01
3.121760370377479332e-01,3.641452632341894979e-01
3.264325138341549470e-01,3.702411096909377641e-01
2.537019442522193136e-01,3.169828320598577220e-01
3.382847813749271793e-01,3.797895420406549594e-01
3.656667376989151119e-01,3.809570144282773407e-01
2.947534712164988635e-01,3.947479477813264914e-01
4.562195175657437485e-01,3.994494347449294991e-01
3.303436558222613284e-01,3.697924838135586700e-01
4.205047855041735838e-01,4.201639709302206205e-01
5.455718030942791064e-01,4.521084572315571259e-01
5.631967374404668325e-01,4.684335257334389935e-01
3.834445498559440058e-01,4.812934280826557387e-01
4.511093186870306360e-01,4.770642582933266040e-01
3.465488843516297823e-01,3.809075214336664073e-01
4.267102845126319322e-01,4.719342037206302187e-01
5.775662198448264784e-01,4.597359164095796147e-01
4.258424380258429842e-01,4.470491847829902721e-01
4.254374920539538696e-01,4.611977491772352167e-01
4.282812629667660520e-01,4.378279828361759107e-01
3.824492671081665129e-01,3.780199239252376442e-01
5.932408046439635596e-01,4.519093382701921402e-01
5.429180500507345686e-01,4.517285309790397552e-01
4.030582212897347860e-01,4.565806283146148781e-01
5.185176848511739989e-01,4.683015714610998526e-01
4.544183420920647754e-01,4.362873709096140029e-01
4.167169051056840434e-01,4.631201296126835620e-01
4.846608201438963315e-01,4.746932504238970951e-01
4.439334237523623328e-01,4.770348288165455752e-01
3.841548632677175279e-01,4.894995329295801501e-01
5.783754626708872415e-01,5.004452512400127118e-01
4.986745883788287204e-01,4.783618547825996825e-01
4.398265348155510068e-01,4.591024042653252812e-01
3.366040225551841791e-01,3.882302266026030901e-01
3.416718970372789599e-01,4.665574257673000269e-01
4.952857125402054805e-01,4.702536199084038082e-01
5.076754575659012669e-01,4.629468559287388540e-01
6.346205977483673211e-01,4.746430528127344450e-01
6.552306469915427645e-01,4.776919796976376031e-01
7.029660156433631402e-01,4.858541035942747222e-01
5.392952855827063408e-01,4.822470107758357050e-01
5.069017092562125848e-01,4.954338257436711190e-01
3.850790746395970077e-01,5.037081906618705585e-01
5.618648235416167092e-01,5.193957983902162123e-01
4.646514094472489198e-01,4.276194549790877097e-01
4.914634506913085898e-01,5.007961665825331199e-01
5.269018370201626889e-01,4.756760089032159300e-01
4.805744142851222644e-01,4.512012955471914610e-01
3.808890798173117931e-01,3.803768353541923108e-01
4.368916694633161457e-01,4.531395977245513684e-01
3.477881255135122918e-01,3.615289543307578790e-01
4.826678824654052624e-01,4.252183993940630846e-01
4.911726879413068625e-01,4.376695162558078556e-01
4.100286167064303156e-01,4.441855282374230773e-01
4.091320072252249140e-01,4.334630823700644786e-01
4.233410793511357406e-01,4.468318700508184249e-01
3.546179455114232271e-01,4.616544371156077187e-01
2.850918637696873703e-01,4.342343319387954037e-01
4.681358589117504687e-01,4.752040623287049348e-01
3.488432722477375902e-01,4.742046451783430427e-01
3.205014773694263575e-01,3.770565813063302407e-01
2.722276910115306037e-01,3.158496591049818059e-01
3.129163014004391341e-01,3.358189233618231739e-01
2.674782364117791467e-01,2.297341563900431316e-01
2.871179540674992925e-01,2.767389774201078900e-01
3.604804410910207313e-01,3.287538510187676954e-01
3.811119333403987230e-01,3.440675397479523445e-01
4.271504244135153616e-01,3.501797713245375920e-01
5.653528673083961786e-01,3.654238752296994353e-01
3.852666049008248716e-01,3.512021864826527784e-01
2.875171105348966472e-01,2.624099026317351924e-01
2.698222718978635082e-01,3.482091659642799764e-01
2.770000901950455674e-01,3.713469161667735663e-01
2.342615223267107694e-01,2.698444097608235781e-01
5.139612177719785624e-01,3.685607512156973131e-01
5.049008002076735835e-01,3.971088588496002325e-01
5.210746021815604312e-01,4.108395822314777623e-01
5.393592866523650997e-01,4.272279811924969972e-01
3.822432684555113758e-01,3.355835571298877440e-01
3.154181716230466392e-01,4.161482700987947370e-01
2.727727562634625347e-01,3.170742032883587247e-01
5.457974533720809651e-01,3.986217825967262596e-01
3.812277845204534721e-01,3.993774389074087328e-01
5.063784903915676816e-01,4.170772566958796945e-01
3.679108755898123917e-01,3.074981323439585079e-01
3.284681552109270930e-01,2.687953358152272432e-01
4.284548919283399648e-01,3.662093239649054643e-01
3.176534221718896323e-01,2.415094565583407182e-01
2.679368566841017207e-01,1.762518000371817717e-01
2.345221435818546363e-01,1.139871810810859643e-01
2.749512844960038116e-01,9.811907349565018865e-02
3.767355719318803420e-01,2.093950492713674838e-01
4.396172899093081510e-01,2.179155715979015917e-01
3.140558143216347631e-01,2.351083507604901368e-01
2.860316722154529478e-01,2.676774391094050576e-01
2.524050188734685007e-01,1.630872667792149788e-01
2.214014072391740917e-01,2.318830982146246056e-01
2.140876170949337909e-01,2.775876196365751336e-01
2.124628981010603934e-01,2.978255078130047084e-01
2.397859496474762098e-01,3.061627092026166785e-01
4.808979420504359004e-01,3.350454330813811277e-01
5.485040463886042827e-01,3.540494972150446396e-01
6.274118353311695095e-01,3.752672529409681879e-01
5.120254246568215484e-01,3.611515554019024687e-01
3.586552283387394180e-01,3.766193089990155229e-01
2.795964075223174028e-01,2.760381327811526342e-01
2.521525214964389638e-01,2.641790366979229754e-01
3.299413503902378642e-01,3.382345339747053758e-01
3.230841501668823001e-01,2.822661200931121939e-01
3.898626142057316502e-01,3.221068070957159302e-01
3.836096932668303650e-01,3.059002714297275882e-01
4.541608533546751536e-01,3.403582034067865747e-01
4.677509947866744788e-01,3.603833477388499462e-01
3.743172551225950606e-01,3.185928966111752358e-01
2.819726372983857310e-01,2.526293462900218167e-01
2.515108746904807235e-01,3.478512380401433401e-01
3.472780791936386224e-01,3.698803305911843586e-01
2.986982379355223038e-01,3.514711064021036613e-01
3.094098197550679830e-01,3.640840163104558935e-01
2.569374644150664855e-01,2.693578892565430816e-01
2.755532157248289926e-01,3.003088492513151242e-01
2.418078632287455620e-01,2.089223682346541544e-01
2.230482516927615178e-01,1.590002039039477566e-01
2.133217941747284352e-01,2.605899912714895739e-01
2.222825689902969692e-01,1.471504853952446679e-01
2.732993811396053352e-01,2.300118827694483947e-01
3.005933544432086713e-01,2.604826524766932216e-01
3.920775501042021993e-01,2.861587227280882884e-01
2.790206486854191481e-01,2.495324954505626081e-01
2.633952097148770655e-01,2.742184253285785966e-01
2.183880110337183267e-01,2.606692304939121074e-01
2.103195929568663081e-01,3.015812030473459249e-01
3.611791793835014142e-01,3.192527427546927865e-01
2.711237364972431951e-01,3.282926381267290417e-01
3.173543940597110535e-01,3.555010682652941512e-01
2.742695966439318012e-01,2.689811506292380527e-01
3.710565819620081918e-01,3.494625696421971295e-01
3.062707451064046182e-01,3.666999910630817650e-01
3.205455124364510744e-01,4.263008064807090047e-01
3.128133785515977427e-01,4.290767484786113251e-01
2.823210976999446231e-01,4.261686697134668966e-01
2.988233525958874370e-01,3.959078036837822001e-01
3.896320971000183375e-01,4.388995223872106388e-01
3.905822321720383572e-01,4.155406693984218247e-01
2.879283984338533164e-01,3.403125446931204445e-01
3.266686253311421040e-01,3.997178842167921076e-01
2.879602958466842555e-01,3.441672828106316362e-01
4.193875347562869838e-01,4.157961281278740318e-01
4.696161038455440861e-01,4.207679484689567095e-01
4.105309196808687444e-01,4.286113243859876465e-01
2.974543425739558655e-01,3.192838876938960402e-01
3.921604306962860331e-01,3.990533412004204084e-01
3.663488503596110668e-01,4.166510712175993114e-01
3.125279411456950429e-01,4.181752115877774845e-01
3.188073342297227386e-01,4.249749246062861641e-01
3.256430690750572454e-01,4.469671820016635211e-01
3.903756246107509265e-01,4.357953560320722008e-01
3.117101035709320400e-01,3.540189145452383168e-01
3.476343939658771420e-01,4.262529176496131500e-01
2.695375492635131431e-01,4.436014288782400561e-01
2.555738671513711480e-01,3.641304172225992009e-01
2.854932782417310966e-01,4.130836925705154150e-01
5.110937886187374435e-01,4.210782151519983363e-01
3.477722014837921760e-01,3.440351024268979430e-01
3.817239878620861671e-01,3.748164569229764931e-01
3.534769994825683881e-01,4.051339129663561467e-01
2.826502368715032021e-01,4.107455469626328792e-01
3.217598547430868816e-01,4.298326298500582676e-01
4.666105081832769841e-01,4.312602544962365059e-01
3.486508400989930534e-01,4.276311594342327438e-01
2.707350294092087384e-01,3.238938523841464745e-01
3.537103445597375995e-01,3.985517673792007831e-01
2.710415202173043214e-01,2.825839876827269115e-01
2.910197704370428573e-01,3.849455563922265511e-01
3.791317426793032741e-01,3.876679679399822609e-01
2.922294019476470162e-01,2.906676229361944697e-01
3.192114585071902377e-01,3.757549380487165136e-01
4.832173913132149501e-01,3.806575543463036615e-01
4.506748145107043468e-01,3.920642219673520223e-01
3.227085620573261204e-01,4.069738838768158229e-01
3.424782344754443431e-01,4.225229293709672485e-01
2.628315307135811185e-01,3.327915107650050164e-01
3.055726019100657442e-01,4.111728983655396630e-01
5.342713497584969939e-01,4.142969367772755263e-01
3.817213147030872333e-01,4.319687560455534037e-01
3.387199213598239278e-01,4.093065841692263840e-01
4.569280759949101434e-01,4.397605799406988369e-01
5.184923160812954235e-01,4.506109853480327332e-01
5.961415852626961165e-01,4.568956778715058675e-01
5.460614992880700180e-01,4.602551872896560314e-01
3.832358589391609005e-01,4.656554492278578428e-01
4.182294200870082523e-01,4.857212852507355461e-01
6.515959169980285459e-01,4.863729141044328408e-01
5.450979899433169296e-01,4.666291592208933747e-01
4.633991537354607004e-01,4.935308572357256507e-01
4.856219803316988992e-01,4.808945869766878545e-01
3.721207272838364943e-01,4.090518654936725618e-01
4.789114268800688246e-01,4.726771697353610024e-01
4.586868565390044283e-01,4.654027424523620171e-01
4.370540950062662411e-01,4.372610525993852471e-01
5.037920315281840811e-01,4.772174280888360487e-01
6.420073433172924782e-01,4.730830558464013680e-01
5.400894862779803685e-01,5.042780009947692710e-01
5.703454088985890902e-01,5.034652739545703026e-01
5.223624310049543862e-01,5.140943462622745708e-01
3.915599304723110796e-01,5.243125651791383790e-01
3.500224989830450495e-01,4.553188416614573075e-01
4.057577986316002194e-01,5.015878691684070301e-01
3.333454223695415664e-01,4.190499331864428467e-01
4.620353786579300959e-01,4.828786242010414398e-01
5.673071219658377684e-01,4.919523810649991669e-01
4.409192076458940956e-01,4.125123664588092320e-01
6.477023907498359323e-01,4.757619691237672255e-01
5.315395139367528055e-01,4.721084091673757865e-01
6.269711694252827483e-01,4.825968732080875290e-01
4.954478451809316564e-01,4.877968670973172327e-01
4.555782105316864561e-01,4.815472941052984512e-01
3.858923650498906621e-01,4.932763409361026752e-01
5.743421477098381578e-01,5.029044671636212493e-01
7.254481523273972332e-01,5.041723947570831976e-01
5.285942485997294771e-01,4.807882528599368710e-01
6.752901936700113072e-01,4.992065588602657700e-01
5.642403346796520669e-01,4.696488758964115773e-01
4.495288439433826611e-01,3.668113325078787845e-01
4.491478215378951200e-01,4.242958594804682182e-01
3.749479805982565139e-01,3.330067407848316119e-01
5.070686178844898695e-01,4.201612516032079414e-01
5.650948908063105902e-01,4.158626052061686340e-01
4.794257960071469649e-01,3.178198655031856945e-01
4.287814773621959619e-01,4.123133462467659660e-01
3.838890041127190900e-01,3.127875351774059287e-01
3.918132402320932961e-01,3.988631255834065859e-01
3.163180678717464334e-01,3.794364473148245098e-01
3.435057729344412891e-01,4.058361827679710654e-01
3.053447563206402871e-01,4.126597809927012861e-01
4.772609396931944969e-01,4.302069526570656555e-01
4.153149987320073899e-01,4.150873017962699585e-01
3.329546127664005928e-01,4.225266534765882986e-01
3.263023144085868132e-01,4.021002810910340175e-01
3.004449297568081434e-01,4.431624142028597335e-01
4.431340944057174935e-01,4.505413501844086621e-01
3.229644572441260908e-01,3.581384165926870811e-01
4.208561518266293877e-01,4.344660980101204828e-01
4.027014898773823015e-01,4.419952561931683732e-01
5.564527092746569537e-01,4.536765342444957216e-01
4.410910956908967728e-01,4.635705727279336719e-01
4.155055241197302962e-01,4.552388408056205482e-01
3.374895590942313395e-01,4.523843553521776362e-01
4.286375871869427812e-01,4.664875850050608785e-01
6.013187003245217266e-01,4.947365321104084113e-01
4.149292387967701279e-01,3.912615464825939804e-01
4.616350793199555103e-01,4.879588727356883315e-01
3.653965177308816648e-01,3.728219960249552489e-01
5.370439531223775154e-01,4.664022108329271554e-01
4.768480248637783081e-01,4.535847978265936664e-01
4.936597169416375719e-01,4.659559934308807883e-01
4.045426683369798271e-01,4.446802661353244090e-01
4.241947882200419739e-01,4.773494611285137301e-01
3.795888810367542554e-01,3.962787580955921540e-01
3.368997516733469033e-01,4.741029724238475795e-01
